Page,Review Number,Rating,Review Text
1,11,"5,0","Öğlen, akşam her zaman gidilebilir. Yöresel yemeklerin bulunduğu tarihi buram buram hissettiren bir yer. İki gün üstüste gittim, içli köftesi, yuvalaması, kuru dolması, çiğ köftesi her şey harika… Bayıldım. Bir daha Gaziantep’e yolum düşerse, geleceğim ilk yer burası olur. Şiddetle tavsiye!!!!!"
1,12,"4,0","Biz hem soguk hem sicak tadimlik tabaklarini denedik, icli kofte ve cig kofte yaninda soyledik. En begendigimiz cig kofte oldu, 1 porsiyon daha siparis ettik:) Porsiyonlar biraz ufak ama cok guzel çok memnun kaldik. Eger geleneksel mutfaktan yemek isterseniz denenebilir! :)"
1,13,"5,0","Özellikle zeytinli piyaz, içli köfte ve zeytinyağlı dolmaları harikaydı. Restoran içerisindeki sakin atmosfer hem dinlenmemize hem de keyifli vakit geçirmenize yardımcı oldu. Bizler ile ilgilenen garson arkadaşların nezaketi çok hoştu."
1,14,"5,0",Gastronomi tadım menüsü mükemmel. Özellikle içli köftesi harika. Bir de kuru patlıcan dolması kesinlikle yenilmeli. Zeytinli piyaz harika
1,15,"5,0",İlk defa Antep’e geliyorum ve bu mekanın yemeklerine bayıldım. Tüm antep yemeklerinin özetini burada tadabilirsiniz  ben çoğu yemeği denedim ve beğendim. Porsiyonları büyük ve küçük şeklinde ayrılıyor. Tadına bakmak isterseniz küçük porsiyonları tercih edebilirsiniz. Garsonlar ve mekan çalışanları ilgili alakalıydı biz memnun kaldık özellikle AbdulKadir beye çok teşekkür ediyoruz
2,1,"5,0",Çok beğendim tarsustan geldim. En iyi yemekler bizde sanırdım değilmiş. Tantuni hariç tabi:) güler yüzlü temiz olduğunuz için ayrıca teşekkür ederim.
2,2,"5,0","İlgili ve çalışanları güleryüzlü ayrıca hijyenik bir restorant. Sakin, huzurlu bir mekandı. İkramları da vardı. Yine gelmek isteyeceğim bir ortam"
2,3,"5,0","Gerçekten çok beğendim, soğan kebabını ilk kez burada denedim artı içli köfte ve kuru biber dolması da çok lezzetliydi. Mekanın içi ferah ve benim için en önemlisi temiz. Dizaynı da otantik, çalışanları da son derece nazik. Bence kesinlikle uğranmadan gidilmesin 🙏"
2,4,"5,0","Seyahatim için  hazırlamış olduğum gidilecek yerlerin listesinin en  başındaydı, geldiğimde ne kadarda doğru bir karar verdiğimi gördüm , personelin ilgisi, yemeklerin lezzeti, dekorasyondan müziklere  her şey üst düzeydi . Çok teşekkür ederiz"
2,5,"5,0",Kayseri'den geliyoruz ve ilgi alakadan çok mutlu olduk ve kesinlikle Gaziantep'e geliyorsanız buraya ugramanizi tavsiye ederim özellikle soğan kebabı tavsiyemdir
2,6,"5,0","Herşey çok güzeldi, Arap cacığı ve içli köfte çok lezzetliydi. Herkes güzel yüzlü ve nazik, Özellikle Abdülkadir çok ilgilendi, tavsiye ediyorum."
2,7,"5,0",İlgi alaka çok güzeldi lezzetler başarılı. Kadir beye ayrıca ilgisi için teşekkür ederiz  herkese tavsiye ediyoruz mutlaka gelinmeli
2,8,"5,0","-yemekleri ve sunumu genel itibariyle güzel.
- soğan tabağını yemenizi tavsiye ediyorum.
- çiğ köftesi de çok güzeldi.
- yuvalama çorbasında çok fazla nohut vardı ve kıvamı çok yoğun değildi."
2,9,"5,0","Çok başarılı mutlaka uğranması gereken bir lezzet durağı.  Yemekler, mimari ve sanat müziği eşliğinde dinlendirici bir yer."
2,10,"5,0","Hem yemeklerden hem de hizmetten çok memnun kaldık. Yuvalama, beyran, ekşili köfte, içli köfte ve kuru dolma denedik; her biri inanılmaz lezzetliydi. Yemekler tam anlamıyla Gaziantep mutfağının ruhunu yansıtıyor. Servis çok hızlı ve personel oldukça güleryüzlüydü. Mekanın atmosferi de sıcacık ve çok hoştu.

Antepe gelip de buraya uğramadan sakın gitmeyin! Bu lezzetleri tatmadan Gaziantep deneyiminiz eksik kalır."
2,11,"5,0",Yöresel  yemekleri gayet güzeldi tadım tabağını istedim ve çok memnun kaldım. Ayrıca çalışanların yaklaşımı ve tutumu inanılmaz nazik ve kibardı. Tekrar teşekkür ederiz.
2,12,"5,0","Tüm yemekleri deneyebilirsiniz. Tadım tepsisi tavsiyem. Her şey mükemmeldi. Ortam sıcak ve samimi, çalışanlar güleryüzlüydü."
2,13,"5,0","Her şey çok lezzetliydi, çalışanlar çok ilgiliydi. Ortam görsel olarak da çok keyifliydi tekrar gelip içli köfte yemek isterim"
2,14,"1,0","Arkadaslar, rezalet. Kotu yorum yapmayi gercekten hic istemezdim ama bu kadar paraya dalga gecer gibi cay tabagi porsiyonu ile yemek getirmeleri gercekten akillara zarar. Yemin ediyorum ben izmirliyim, izmirin en kotu restoraninda ikramlik diye getirecekleri porsiyonda atistirmaligi bize porsiyon diye getirdiler. Odedigimiz hesap da cabasi. Ben sahsen hayatimda bu kadar kazik bir yerde ne yemek yedim ne gordum. İlave not: yuvalama diye insanlara kaktirdiginiz sey etli yogurt corbasi, yuvalamada etin ne isi var? (kiyma yuvarlanir arkadaslar.) rezalet, uzgunum."
2,15,"5,0","Konsept ve lezzetler olarak bayıldığımız mekan:) 
Şef çok ilgiliydi ve bize denettiği ekşili tatlılı özel mezesini ayrı beğendik"
3,1,"5,0",Ben buranın 22 senedir musterisiyim daima kalite hoş görü ve aile sıcak aile ortamı vardır özellikle paça beyran yapan adem usta elleri çok lezzetli ve marefetli dir teşekkürler yesemen...Uğur Gündoğdu...
3,2,"5,0","Güleryüz ve lezzet bir arada, çok güzel👍
Güleryüz ve lezzet bir arada, çok güzel👍
Güleryüz ve lezzet bir arada, çok güzel👍"
3,3,"4,0","Antep ziyaretimiz sırasında lezzetli yemekler için tercih ettiğimiz mekan Yesemek oldu.

Tadım tepsilerinden alıp bir çok yemeğin lezzetine bakmış olduk. 

Girişte 5 dk kadar sıra bekledik. Ama olsun değer :)

Çok keyifli ve lezzetliydi yediklerimiz. Servis gayet hızlı. 

Tavsiye ederim."
3,4,"5,0","Akşam yemeği ve kahvaltıda beyran içmek için tercih ettik. Hizmet,servis, lezzet her şey mükemmel. Fiyatı da uygun. Tertemiz bir işletme, çok ilgililer. Gaziantep’e geliyorsanız mutlaka ziyaret etmenizi tavsiye ederim. Özellikle yuvarlaması ve dolması çok lezzetli."
3,5,"5,0",Lezzeti personellerin ilgisi çok güzel gönül rahatlığıyla tercih edebilirsiniz biraz yoğun sıra bekleyebilirsiniz ama değiyor
3,6,"3,0","Restoran da kuyruk vardı,etkilendik yorumlar şahane, girdik yedik .HİJYEN YERLERDE.normalde pozitif yorum yapmak isterim heryer için.ama bizde pozitif yorum ile gittik.kesinlikle bu hijyen ,temizlik olayını çözmeniz lazım. Yoğunlukta çok zor ise gelenlerin tamamı hijyen hastası insanlar.bir gün dükkanı kapatırsınız. Demedin demeyin ."
3,7,"1,0","Yemekleri hiç lezzetli değil .asla gitmeyin.fiyatları aşırı pahalı hak etmiyor
Ailecek gittim içli köfte çok kötü .ödediğim fiyata önceki akşam ızgara et yedik.ayrıca 1 su içip 4 su parası almaları etik olarak hiç hoş değil"
3,8,"5,0","Karşılama ve servis güzeldi yemekler harikaydı, tadı ve lezzetliydi bir daha gelirsem Gaziantep’e kesinlikle uğrayacağım ❤️"
3,9,"1,0","Önünden bile geçmeyin, ne yemekleri bir şeye benziyor, ne doğru dürüst menüleri var. En kötüsü de fiyatları... Kesinlikle yemek yemek için Antep'in yanından bile geçmem. Yemekte kalite ve fiyat uyumu için buyurun Sivas'a gelin..."
3,10,"5,0",Yemeklerin lezzeti ve özellikle Beyran çok iyiydi.  Çalışanların ilgileri de gayet cana yakın ve samimiydi. Teşekkürler Yesemek 🙂
3,11,"5,0","Bu restorana tavsiye üzerine geldik gerçekten güzel ötesi biryer hijyenik, servis ve çalışanlarıyla, yöresel lezzetler bakımından da 10 üzerinden 10 maşallah deyip nazar değdirmemek lazım"
3,12,"1,0",Yukarıdaki 5 yıldızlı yorum yapanlara gerçekten şaşıyorum bugün oradaydık meze tabağı istedik berbattı Gaziantepe özgü bir tane meze yoktu birimiz beyran yedik su gibiydi etler içinde tektüktü soğan kebabı ise çok ama çok azdı inanın verdiğimiz paraya asla değmez Mersinden geldik popüler lokanta diye internette gördük ama kimseye tavsiye etmiyorum asla Gaziantepe yakışmayan bir yer
3,13,"2,0","Restoranın kapısında kuyruk olmasina ve ödüllü olmasina istinaden gittik. 45 dk kapıda bekledik. Yuvalama, kuru patlıcan dolması, içli köfte yedik bir porsiyon olarak. Gastronomi sunumu, gaziantep tabagi, kaseler o kadar kucuk ki 1.5 yemek kaşığı anca var. Yuvalama güzeldi. İclikofte ceviz büyüklüğündeydi ve tanesi 110 liraydı. 1 porsiyonda 2 tane geliyor. Cok daha iyisini yemiş biri olarak, cok kuruydu hic beğenmedim. Biber dolmasından da tas cikti. Popüler olan mekanlarda kalite düşüyor. 1 günlük Gaziantep turunda yanlis bir mekan secimi oldu ona yanarim."
3,14,"5,0","Yuvalama, patlıcan dolması ve içli köfte denedik. Hepsi ayrı ayrı çok lezzetliydi, çalışanlar da çok ilgiliydi. İlgilerine teşekkür ederim."
3,15,"1,0",Aradık gelmeden sıra var dediler yine de gittik bekleriz biraz diye diye düşündük.. Ne desek elimizde kalmadı yok dendi.. Çiğ köfte için marul yaprağı Bile yok dendi.. Mezeler zayıf.. En küçük Anadolu şehrinde bile daha iyi Antep yemekleri vardır.. Bir sipariş için tam 1 saat inatla bekledim.. Gidilmez..
4,1,"5,0","Lezzetine hürmetine diyecek yok personeller çok iyi çok ilgili cana yakın insanlar. 
Seruma gerek yok ADEM ustaya gidip hasta işi deyin o anlar gerekeni yapar 😊♥️"
4,2,"5,0","Yöresel mutfağı tatmak için uğranması gereken yerlerden biri.. Tatmak dediğime bakmayın, tüm lezzetler Antep mutfağı doyuruculuğunda!"
4,3,"5,0","yesemek değerlendirmemin iyi anlaşılması için öncesindeki kısa süreli hikayemi de aktarmalıyım. yesemek'e uğramadan önce yol haritamız İstanbul-Ankara-Niğde-Şanlıurfa şeklinde konaklamalıydı. Dönüş rotamız da Gaziantep üzerindendi. Gaziantepe varmadan önce Niğde ve Şanlıurfa'da akşam öğünlerini kebaplar ile geçirmiştim. Gaziantep'e geldiğim ilk gün adana kebap yedikten sonra (onu da neden yediysem) gezimin 5. akşamında artık sulu yemek ihtiyacı zaruri hale gelmişti. Ne lahmacun ne pide ne urfa ne adana ne ciğer şiş ne çiğ köfte ne baklava hiç birini görmek istemiyordum. Gaziantep'te sulu yemek yiyebileceğimiz klasik bir esnaf lokantısı da bir türlü bulamadık. Bu ihtiyacımıza ""yesemek"" yetişti. yesemek restoranını belediyenin bir işletmesi diye düşündük. Çünkü Gaziantep'in bu kadar çok çeşitli yöresel lezzetlerini yapsa yapsa şehrin ilgili kurumlarının organize ettiği bir işletme yapabilirdi diye bizi düşündürdü. Çünkü 3-4 gün öncesinde Niğde'de ""tabala"" isimli belediyenin işletmesinde harika bir akşam geçirmiştik. yesemek'i de buna benzettik. Özel bir işletme olduğunu öğrenince de hem şaşırdık hem sevindik hem de tebrik ettik. Yöresel lezzetlerin her birini ayrı ayrı tadabileceğinizi 2 tür tabağı var. Bunlardan birisi ""başlangıçlar"" diğeri de ""ana yemekler"" kategorisinde. Eğer 2 kişi iseniz tadım tabaklarındna almanızı öneririz. Bir kaç kaşık ile 8-10 çeşit yöresel lezzeti, başlangıç(mezeler) ve ana yemek kategorilerinde tadabilirsiniz. Bununla birlikte de 1 çeşit ana yemek seçerseniz dengeli ve doyurucu bir akşam yemeği geçirmiş olursunuz. Ben Gaziantep'in ""elmalı kebap""ını denedim ve çok memnun kaldım. Bizlere tüm yemekleri tanıtan, bizleri samimiyet ile ağırlayan ve uğurluyan tüm çalışanlara ve emeği geçen usta şeflerimize teşekkür ediyoruz. Servis yapan personellerden Abdulkadir kardeşimizin misafirperverliğine ve adını hatırlayamadığımız diğer servis yapan kardeşlerimize teşekkür ediyoruz."
4,4,"4,0","Guler yuzlü personel, temiz lezzetli yemekler. 
Özellikle bizle ilgilenen oersonel çok ilgiliydi . Sulu yemek yoresel çok iyi"
4,5,"4,0","Mekan ve wc hijyenik. Yemek cesidi az ama lezzetli. Garnitur beklentisi olanlar uzulebilir. Salata icin ""yok"" dediler. Personel egitimli ve ilgili."
4,6,"5,0","Genç, dinamik çalışanları ile güzel enerjileri ve harika bir yemek deneyimi…
Zeytinyağlı kuru patlıcan dolması ve yuvalama çorbası özellikle deneyimlemelisiniz…"
4,7,"5,0","Antep ev yemekleri konusunda çok başarılı. Yuvalamasına hayran kaldık diğer yemekleri de aynı kalitede. Dekorasyonu çok güzel,işletme müşteri ile çok ilgili. Bilinen turistik işletmeler gibi müşteriye hor gören bir anlayış yok."
4,8,"5,0",Geldik yemekler çok lezzetliydi :) çalışanlar çok ilgili ve çok temiz bir mekandı. İlgileri için teşekkür ederiz:))?
4,9,"5,0",Muhteşem bir atmosfer var. Yemekleri oldukça lezzetli. Tadım menülerinden yedik ve oldukça memnun kaldık. Tadım menüleri sayesinde hepsini tatma fırsatı bulduk. Çalışanlar çok güler yüzlüydü ve ilgiliydi. Mutlaka tavsiye ediyorum kesinlikle uğramalısınız. Antalya şubelerini dört gözle bekliyoruz.
4,10,"5,0",Tur ile geldik yuvalama çorbası yedik harikaydı personelin ilgi ve alakası çok çok iyi tavsiye ediyorum tekrar gelmek istiyoruz
4,11,"5,0","Lezzet, güler yüz ve kaliteli hizmet şiddetle tavsiye ediyorum:) Not: Makul fiyatlar. Teşekkür ederim Yesemek yine geleceğiz."
4,12,"4,0","Gaziantep mutfağından seçkin yemeklerin olduğu popüler restoranlardan biri Yesemek. Ancak fiyatlarını görünce ""yemesek"" mi acaba diyor insan."
4,13,"1,0","Yemeklerin hem tadı hem fiyatı kötü 
Koca gastronomi şehri Gaziantep'in en lezzetsiz restoranı bunun yanı sıra üstüne de fiyatlarda hiç makul fiyatlar değil"
4,14,"5,0",Çalışanlar çok ilgili. Siparişler oldukça hızlı geliyor ve istekleriniz yeterince önemseniyor. Yemekler gayet lezzetli. Gaziantep mutfağını merak edip tatmak isteyenler için biçilmiş kaftan bir yer niteliğinde. Gaziantep gastronomi tepsisi diye bir tepsi hazırlıyorlar. Tadımlık yemekler geliyor. Gaziantep mutfağını tanımak isteyenelere tavsiye ederim. Fiyatlar da makul seviyede. Gelmek isteyenlere ilk sırada tavsiye edilir.
4,15,"5,0",Mükemmeldi çalışanların kibarlığı ve yöresel yemek çeşitliliğiyle Antep’te kesinlikle gidilmesi gereken ilk restoran
5,1,"5,0","Harikaydı her şey tek kelimeyle harika... Gastronomi başkenti Anteptir. Yesemekte başkentin kalbidir.Sunum,tat her şey mükemmeldi"
5,2,"5,0",Gaziantep’e geldiğinizde yöresel yemekler için mutlaka uğramanız gereken bir mekan. Güleryüz ve sıcacık karşılamaya eşlik eden leziz yemekler.. Yusuf beyin güler yüzü için de ayrıca teşekkür ederiz..
5,3,"5,0",4. Gelişimiz artık denemedeğimiz yer kalmamıştır. Mutlaka gidin diyeceğim yerlerin başında geliyor. Hem ilgi alaka hijyen lezzet malzeme kalitesi açısından en iyi mekanlardan diyebilirim. Ayrıca ortam ambians rahatsız etmeyen müzik ve kesinlikle uygun fiyatlar. 1000 km uzaklardan gelip bu lezzetleri bir daha tatmak muhteşemdi. Teşekkürler yesemek.
5,4,"5,0","Antep mutfağına dair aradığınız her şey burada hepsi de çok lezzetliydi.Özellikle yuvalama harika idi,yemek sonrası reyhan şerbetinizi içmeyi unutmayın kesnlikleeee"
5,5,"2,0","Ortam özenli ve güzeldi. Ancak yemekler için aynı şeyi söyleyemeyeceğim. Gaziantep mutfağını deneyimleyebileceğimiz bir yer arayışındaydık ve yerel halk Yesemek'i tavsiye etti bizde gittik. İki ayrı gastronomi tepsisi ve ayrıca dört ayrı yemek söyledik. Gastronomi tabağındaki yemeğin birisinin tadı değişmiş, ekşimişti. Yaz günü hava çok sıcak olabilir dedik. Durumu çalışana bildirdiğimizde yemeğin tadının normal olduğunu söyledi. Ama asla normal değildi. Diğer yemeklerin lezzeti de vasattı. Bu mekan Gaziantep mutfağını temsil ediyorsa Gaziantep mutfağı kocaman bir balonmuş dedik. Aramızda buranın adı Yesemek değil Yemesek olarak değiştirilsin diye espri konusu oldu."
5,6,"5,0",Gaziantep ilinin tüm yöresel yemekleri mevcut ve doyurucu yemekler vardır. Biz eşim ile gastronomi tepsisi ve Gaziantep tabağı aldık (porsiyonlar küçük gibi duruyordu ama iyi doyduk) kesinlikle tavsiye ediyorum
5,7,"2,0","merhaba önce Hijen yok maalesef masayı bakterli ve  kokan bir bezle silip geçtiler 
Lavabo musluk sallanıyo yani hiç özen yok fiyatlar tavan ama hizmet yemek hariç 0 maalesef 
Lütfen lavaboların düzgün kullanılır şekilde yapın 
Masa tezgah silinen bezleri sık sık değiltirin kaynatın akşamları 
Masaları müşteri kalkınca hemen silin ki yeni gelen müşteri otura bilsin
En önemlilerden yemekler istenilen fiyat etmez"
5,8,"5,0",Mantar kebabi gercekten cok lezzetliydi.  Allerjik bir bunyem olmasina ragmen istedigim hizmeti alabilmek beni cok mutlu etti. Calisanlar cok ilgili. Faruk Şefe ayrıca tesekkur ederiz bizimle cok ilgilendi. Nezih temiz bir mekan. Yeniden tercih edecegimden eminim.
5,9,"5,0","mekanda çalışan arkadaşlar çok samimi ve içten, yöresel lezzetleri de harika özellikle yuvalamayı ve içli köfteyi çok beğendik ayrıca tatlı olarak çok değişik bir baklavaları vardı mutlaka yemenizi tavsiye ederiz."
5,10,"5,0",Antep yemekleri için seçilebilecek en güzel mekan Hizmet kalite nefis yemekler kesinlikle tavsiye ediyorum Antep'in gururu
5,11,"1,0",Mekan nostajik güzeldi çalışanlar çok cana yakındı Çok övdükleri ama hiç övdükleri kadar deyildi değiş tadlar tattık orda fiyatlar pahallı gene olsa gidermiyim hayır 😏
5,12,"5,0",Her şey harika Gaziantep’e gelenler mutlaka uğramalı. Yusuf bey inanılmaz ilgiliydi çok teşekkür ederiz her şey için…
5,13,"4,0",Yöresel yemeklerin hakkını veriyor yemekleri temiz ve lezzetli… personel oldukça güler yüzlü çok güzel teşekkür ediyorum
5,14,"4,0",Yesemek Gaziantep Mutfağı bence Gaziantep gurme turzimi için önemli bir mekan. Eski şehir içinde ulaşımı kolay bir mekan. Her türlü yöresel tencere yemekleri ve mezeleri tatma şansınız var. Servis hızlı.  Yemekler güzel. Tavsiye ederim.
5,15,"1,0",Yorumlara göre geldim ama hiç birini beğenmeden döndük beyran ve yuvalama kıvamsız çok suluydu. Özellikle kuru dolma acımı diye sordum hiç değil dediler fakat hafif acıydı. Ve ikramlık turşu v. s adına ekmek dışında hiç bir şey yoktur. Gaziantep’te çok daha iyi yerler var sadece denemek için farklı yer olsun dedik  pişman olduğum yer olarak kayıtlarıma geçmiştir.
6,1,"5,0",Deneyimlediğim bütün lezzetler muhteşemdi. Personelin güler yüzü ve ilgisi içinizi ısınırken deneyimlediğiniz tatlar yüzünüzü güldürecek. Yolunuz düşerse muhakkak uğrayın
6,2,"5,0",lezzet hijyen hizmet herşey on numaraydı çok memmun kaldık herkese tavsiye ederim. Özellikle Mahmut Bey'e sabrından ve ilgisinden dolayı çok teşekkür ediyoruz.
6,3,"3,0",Kurban Bayramı nedeni ile oldukça kalabalık bir lokanta idi. Gaziantep te her yer kapalı olduğu için mecburen sıra bekleyip yemek yedik. Yöresel yemeklerden hazırlanan tabak gerçekten zayıf ve lezzetsizdi. Kuru dolma ise vasatın üzerine çıkamadı. O sıcakta bir lokantanın klimalı olmaması anlamsız.
6,4,"5,0",Harika tek kelime ile muhteşem ötesi. Antep tabağı ve sulu yemeklerden oluşan tadım tabağı harikaydı. İçli köftesine diyecek kelime bulamıyorum ben daha önce içli köfte yememişim. İlgi alaka çok iyiydi. Ortam nostaljik ve tarihi atmosferi yansıtıyordu. Burada yemek yemeden dönmeyin 👍👍👍👍👍👍👍👍
6,5,"3,0","Restoran'a buradaki yorumlara istinaden gittim fakat sanırım beklentimi çok yüksek tuttuğum için ben umduğumu bulamadım çok sıradan bir mekan mezeleri çok yetersiz 5 sıkım çiğ köfte,mevsim Salata,mor lahana ve doğranmış kuru soğandan ibaret,mercimek çorbası çok akışkandı ve lezzetli değildi ancak beyranı güzeldi ,hijyen konusunda gördüğüm alanlar iyiydi"
6,6,"5,0","Yediğimiz, içtiğimiz her şey çok lezzetliydi, ambians çok keyifliydi. Şef ve garsonların ilgisi için çok teşekkür ederiz. Ellerinize sağlık"
6,7,"5,0","Kesinlikle bayıldım, İçli köfte, beyran,yuvalama ayranına kadar mükemmeldi. Ayrıca gösterilen ilgi için de teşekkür ederim. Kolonyanız da güzel kokuyor 😂"
6,8,"5,0",İlk defa denememe rağmen yuvalama çorbası ve tatlıları çok güzeldi. Güler yüzle karşılamaları ve ilgileri için teşekkür ederiz :)
6,9,"5,0",Yöresel tadları deneyimlemek için muhteşem bir yer yemekler aşırı lezzetli çalışanlar çok güler yüzlü servis hızlı yerken doymak istemeyeceksiniz :)  mutlaka deneyin
6,10,"1,0",Bu restorana ilk gelişimizdi. Birçok kişinin tavsiyesi üzerine geldik personeller ilgiliydi fakat menüden tercih ettiğimiz yemekleri ne yazık ki yiyemedik seçtiğimiz bütün yemekleri tavsiyeler üzerine deneyimledik fakat umduğumuzu bulamadık. İçli köftelerini çok övdüler fakat masamıza gelmedi ve bunun kontrolü yapılmadı üstelik hesabı ödemeye gittiğimizde az daha yemediğimiz yemeğin parasını da ödüyorduk. Bu nedenle ben ve arkadaşlarımın çok memnun kaldığı bir 'yemek molası ' olarak önerebileceğim ya da bu ya da  ' yemek durağı 'olarak ne yazık ki tavsiye edeceğim bir yer olmadı ben ve arkadaşlarım için!
6,11,"5,0",Mükemmel bir ilgi vardı yemekler de çok lezzetliydi. Turla katıldığım gaziantep gezimde yöresel lezzetleri deneme fırsatını buldum çok iyiyd.
6,12,"1,0",Gece saat 11-12 sularında kardeşimle mekana geldik. Malum içki sonrası kelle paça iyi gider. İki kelle paça söyledik. Tek kelime ile BERBAT! Acıyı basmışlar resmen. İnsan bi sorar acılı mı olsun olmasın mı! Hayatımda yediğim en kötü kelle paçaydı. Hesabı öderken “çok acıydı” dedim herifçioğlu “söyleseydiniz inceltirdik” diye cevap verdi. Bende karşılık olarak “önceden söylenmesi gerekmez mi” diye sordum sormaz olaydım. Adam hiç yüzüme bile bakmadı. Her neyse iki kelle paça iki suya 440 TL hesap ödedim. Beyin kavurma işletmeden koymuşlardı güya o da berbat. Gitmeyin kardeşim paranıza yazık! Değmez iki gramlık keyfinizi katlederler! Doymuş tok esnaf muamelesi gördüm ben. Yazık! Gaziantep gibi bir gastronomi şehrine yakışmadı..
6,13,"2,0","Ortam ,hizmet memnun edici.Fiyatlar pahalı.Patlıcan kurusu dolma 7 tanelik seçeneği  aldım 155tl. Ancak dolmaların içlerinin yarısı veya fazlası boş...gastronomi tepsisi 235tl (minik kaplarda yemekler ..doymayı beklemeyin!)"
6,14,"5,0",Garsonlar işletme sahibi hepsi birbirinden nezih tatlı insanlar Gaziantep bence ilk gelinecek yer🙏lezzet muazammmm
6,15,"5,0","Gaziantep tatilinde gezerken denk geldiğimiz, kapısında insanların kuyruk olup beklediği, yemeklerinin tadı mükemmel olan ve Gaziantep mutfağını iliklerinize kadar hissedebileceğiniz mükemmel bir mekan. Ayrıca çalışan arkadaşlara da ayrıca teşekkür ediyorum çok ilgili ve güler yüzlülerdi."
7,1,"5,0","Şehir dışından misafirimi getirdim hayran kalmamak elde değil. Yemek servisleri yemekleri tek tek tanıtılması, güler yüzlülük muazzam bir işletme. Kesinlikle tavsiye ederim."
7,2,"5,0",Hayatımda yediğim en lezzetli yemeklerdi güler yüzlü işletme her şey o kadar güzel ki ekstra ekstra tavsiye farklı şehirden gelmeme rağmen hayran kaldım EFSANEEE!
7,3,"5,0","Reyhan şerbeti ile tadım menülerini denedik. O kadar lezzetliydi ki…  Çalışanların ilgi ve alakası, mekanın ambiyansı, kısacası her şey harikaydı. Teşekkürler!"
7,4,"5,0",Çok lezzetli yemekleri özellikle içli köftesi şahaneeee ve misafirperver bir ortamı var. Fiyatlarda çok uygun.  Bayıldık🫶🏻
7,5,"1,0","Keşke yemeseydik tadımlık servis istedik sadece 5 çeşit suda haşlanmış kucuk tabaklarda nohut geldi .içli köfte minicik 2 adet ,çok övdüğü sarımsak kebap mi nedir 3 baş sarımsak 3 adet minik köfte toplam kişi başı 700. TL HESAP VE AÇ KALKTIK"
7,6,"5,0","Arkadaşlarla Antep mutfağını deneyimlemek için tercih ettiğimiz bir mekan oldu.Yemeklerden ve hizmetten çok memnun kaldık.Biz içli köfte,patlıcan dolma,gastronomi tabağı denedik hepsini beğendik özellikle kuru dolma ve yuvalama favorimiz oldu.Çalışanlar aşırı ilgili yardımcı ve açıklamaya özen gösterdiler.Antep mutfağı denemek isteyen herkesin ilk uğraması gereken nokta.Herşey için teşekkür ederiz."
