Page,Review Number,Rating,Review Text
7,5,"5,0",Bursa'da güzel  bir et yemek istiyorsanız başka bir yere bakmayın. Etleri çok lezzetli. Özellikle de lokum muhteşemdi.
7,6,"5,0",Bursa' daki en iyi et lokantalarından biri. Hiç bir gidişimde pişman olmadım. Herkese tavsiye ederim
7,7,"5,0",Uzan Et Mangal Bursa’da ete doymak isteyenler için en doğru adres. Özellikle lokumu denenmeli! Umarım uzun yıllar bu kalite devam eder...
7,8,"5,0",Arkadaşım yemeğe davet edince Kayapa tarafında olması ilginç gelmişti.Et mangal türü bir yer zannettim ama daha çok köfteci Yusuf benzeri bir mekan.İnanılmaz kalabalık oluyor.Kuyruk halinde bekledik 15dk.kadar ama değdi.Çok seri çalışan bir personel ve muhteşem bir lezzet bütün bekleme sıkıntısını unutturuyor.Lokum denilen etin tadı hala damağımızda...
7,9,"4,0","Uzanın şu hadi hızlı hızlı yiyin ve kalkın politikasından nefret eder olduk. Resmen boğazımıza dizelecekler. Bak her şey lezzetli asla ona söz yok. Ama şu çalışanlarınıza bir söyleyin, az nezaket!"
7,10,"3,0",Arkadaşımızın tavsiyesi üzerine gittiğimiz restorantta servis çalışanın bizi neden geldiniz dercesine karşılaması garip oldu. Yine de buna çok takılmayıp önceliğimiz yemek dedik ve siparişimizi verdik. Etler bizce tat açısından  normal geldi.Fiyat buna karşılık biraz fazla bence.Bir de restorant ortamındaki sineklere çözüm bulmaları acil şart!
7,11,"4,0",Gap turundayiz buraya 2 gun once gittim. Ama sira ancak geldi. Yibe turun sectigi bir yer  yine icindeki o ses. Ama fiyatlar ve kebaplar enfes. En son yedigimiz kunefe mi. Onun tadi anlatilmaz yadanir . Saygilar
7,12,"4,0","Yıllardır sistemini, lezzetini hiç bozmayan, her gidişimizde verdiğimiz paraya da, gittiğimiz yola da hiç acımadığımız iyi ki geldik dedirten mekan... hem karın doyuran hem de diğer mekanlar gibi gereksiz cep yakmayan, etinin lezzeti ile hakiki et yediğimizi anladığımız Uzan Et Mangal kalabalık olduğu vakitlerde ‘yiyelim de hemen kalkalım sırada insanlar bekliyor’ stresi hariç negatif hiçbir yorum yapamayacağımız bir yer... Ramazanda bile sıcak sıcak yemeğimizi yiyebildiğimiz, diğer restaurantlar gibi israfa kaçmayan bence Bursa’daki tek mekan."
7,13,"5,0",Ailecek gidilebilecek guzel bir mekan et sanatina sekil veren bir yer tadi damaginizda kalacak hergun gitmek istenesi bir tada sahip ferah ortami herseyi butunluyor
7,14,"4,0",Lokum güzeldi köfte ve takoz da güzeldi salata muhteşemdi. Fakat tatlı olarak kabak tatlısı sınıfta kaldı çay soğuk geldi iyi başladık kötü bitirdik.
